Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,116.759033203125,124423700,82097831.64727224,583881200,0.02949058311257518,26189046.25913336,44.7219531323961,-1.9789288783129293,0.01997864546222575,-1439965.9827826014,1109.8415210400428,118.31696729818,3.8065233987528657,115.94400024414062,124.137700856732,107.75029963154925,14.13389325077293,0.5955613321826372,0.0,0.0,118.7356669108073,122.16166788736977,115.30966593424478,5.7708034421300995,0.32112311365909396,0.0,0.0,105.0,125.38999938964844,115.19499969482422,17.586075473257505,0.6135361702159504,3.1892725599205294,,,,118.04916763305664,,117.57871111649152,,0.0,25.411064770889354,16.948846127881453,0.9479767995886301,0.946242766409149,0.0017340331794811759,,,31.51444964090332,0.555999755859375,-65.53930250739062,-82.58304287369094,17.043740366300327,119.98999786376953,,,115.19499969482422,131.20322346269037,127.39035546826751,,,,,125.19539947509766,0.0,0.0,,56.08217949815105,,,,,,40.167058853516764,40.116427936680076,-59.832941146483236,,115.36423920640738,3.9727531645078287,,,,1.3191918736096486,1.3105663132619405,9.699401720730405
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,116.12312316894531,89946000,25583518.22123848,493935200,0.05748784127372228,14224127.493354548,39.317013161367335,0.6909650398338973,-0.0858718392021683,1151510.8686902134,1103.7969471045521,118.36457018416918,3.651871272500626,116.43150024414062,123.55786078008754,109.3051397081937,12.241292985152525,0.5307662305485041,0.0,0.0,118.97800013224284,122.48800074259441,115.46799952189129,5.900251485905345,0.19971552434435622,0.0,0.0,105.0,125.38999938964844,115.19499969482422,17.512442377615553,0.5821482639478731,3.5761101216265394,,,,118.0800011952718,,117.46967905958238,,0.0,24.2690023074059,16.187105479209972,0.9221052803725421,0.9609570719950448,-0.03885179162250263,,,23.59233432347329,-3.271496582031247,-57.02174376638055,-78.93142871550374,21.90968494912319,120.15499877929688,,,115.19499969482422,131.20322346269037,127.39035546826751,,,,,124.81278338623048,0.0,0.0,,54.5005962841407,,,,,,35.30753357918872,34.67478228898861,-64.69246642081127,,115.3850586083911,0.3175989241047479,,,,-0.5446339698866431,-0.546122507874891,9.101941514196898
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,115.01026916503906,101988000,-7821121.479424279,391947200,0.032031387437721624,-4126010.736897273,40.13139631871662,-4.279183516683105,0.07180641901812049,-1467260.2083307793,1103.7969471045521,118.6165615909718,3.631684603014235,116.80800018310546,122.87637318962948,110.73962717658145,10.390337985431433,0.41282670149247386,0.0,0.0,119.05866673787435,122.73266728719076,115.38466618855796,6.171748180928771,0.049718801962348284,0.0,0.0,107.66999816894531,125.38999938964844,116.52999877929688,15.170194843611457,0.45598201323002363,3.9367248495999574,,,,118.29583422342937,,117.20511305041586,,0.0,22.59923398298631,18.782741079565714,0.9644044739009265,0.9550167248284133,0.009387749072513274,,,-18.18898242341358,-1.7279983520507756,-49.86323320497418,-75.29790427668755,25.434671071713367,119.98999786376953,,,115.19499969482422,131.20322346269037,127.39035546826751,,,,,124.44547194091798,0.0,0.0,,51.7501510797432,,,,,,26.63622650361206,34.03693964543918,-73.36377349638794,,115.38779209512816,2.2887913167838314,,,,-0.9583320957137431,-0.9629536479894618,8.056382591619492
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,114.30481719970703,82572600,-35102766.16675413,309374600,-0.03169312701401292,-11911790.689130072,35.02277612193093,-2.4741847169489506,-0.3769032480117467,-1483875.9226795742,1097.0263654899695,118.6433365239847,3.4955165699589053,116.946000289917,122.71432585006373,111.17767472977026,9.864938597039092,0.3347874652257694,0.0,0.0,118.95800018310547,122.6510009765625,115.26499938964844,6.208915394967299,-0.030462825044571935,0.0,1.0,112.22000122070312,125.38999938964844,118.80500030517578,11.261606327959916,0.2141230134316755,4.420083239080113,,,,118.29250081380208,,116.87201887581763,,0.0,21.548683966930444,18.544430760917187,0.9411293555332259,1.0200925736438744,-0.07896321811064855,,,-51.6392836635496,-1.97599906921387,-43.686737095364705,-71.78555236765168,28.09881527228697,119.83499908447266,,,115.19499969482422,131.20322346269037,127.39035546826751,,,,,123.85414340473635,0.0,0.0,,50.0265924942946,,,,,,21.232884666077528,27.725548249626105,-78.76711533392248,,115.38256993328487,-0.0347592239232563,,,,-0.6133901377733508,-0.6152791035267668,7.393575397567864
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,114.31475067138672,111850700,-14683011.630597714,421225300,-0.06252089712106633,-10050285.456558162,35.93346894427452,-2.2968178641976382,-0.38434532351571676,-496767.34197910095,1097.0263654899695,118.83753734880526,3.5129654927969995,116.95050048828125,122.71275870086744,111.18824227569506,9.854183074938758,0.33509091692799503,0.0,0.0,118.14533360799153,121.61533482869467,114.67533238728842,5.874123191723602,0.05398710845315959,0.0,0.0,112.22000122070312,125.38999938964844,118.80500030517578,11.261172986827004,0.21488247718422587,4.783533966724248,,,,118.29916763305664,,116.5917087490392,,0.0,19.9351872242293,20.01221764399152,0.9461274051041081,1.0172800528086057,-0.07115264770449758,,,-66.88237964854214,0.019500732421875,-43.37103616956593,-65.03042438509384,21.659388215527905,117.95499801635742,,,115.19499969482422,131.20322346269037,127.39035546826751,,,,,123.08821183470118,0.0,0.0,,50.051830420471504,,,,,,17.346166489094724,21.73842588626144,-82.65383351090527,,115.2957313183364,0.06958496147278569,,,,0.008694485527538376,0.008694107579021448,7.402912716438315
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,115.85484313964844,92276800,31792108.747419585,513502100,-0.028882856789902836,11818129.264426151,35.80912443782937,3.5483421737897296,-0.19948967581476457,1252911.403518704,1111.805903078998,118.91048110176956,3.435668729894253,117.07600059509278,122.6910421919809,111.46095899820466,9.59213086943025,0.45761366031237527,0.0,0.0,117.55466690063477,120.72466812133788,114.38466567993164,5.39323755369512,0.3494214418154198,0.0,0.0,112.22000122070312,125.38999938964844,118.80500030517578,11.249101525507125,0.33257386958078294,5.053436732519029,,,,118.26833407084148,,116.59298409135948,,0.0,20.316038831019732,18.8758422100581,0.9616472895406641,1.010496651245151,-0.04884936170448684,,,-30.755406098915543,7.324000930786127,-38.71500685695474,-58.937369395089554,20.222362538134817,117.21500015258789,,,115.19499969482422,131.20322346269037,127.39035546826751,56.00000000000001,4.0,52.00000000000001,,122.06739037657286,0.0,0.0,,53.934354821588464,,,,,,29.736215711183252,22.7717556221185,-70.26378428881675,,115.42434814493993,-0.31632276884728505,,,,1.347236315731326,1.3382417823086357,8.849883760707389
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,110.48934936523438,143937800,-105497398.28183992,369564300,-0.09387146388042313,-100907937.72072798,30.34533492241293,-7.956809695060773,-0.8692767666456062,-5422888.480599713,1111.805903078998,118.57958239670515,3.642101856904828,116.84550056457519,123.00188766354687,110.68911346560351,10.53765368666348,0.04149215070670346,0.0,0.0,116.68433329264323,119.94633509318035,113.42233149210612,5.591156427754604,-0.34063968687847024,0.0,1.0,111.0999984741211,125.38999938964844,118.24499893188477,12.229825578632282,0.006997793401988982,5.779796219232815,0.8058924629938673,,,117.16833368937175,115.74576950073242,115.76329376164912,114.95740129865526,0.0,18.094880638213436,23.65025796195088,0.869058948849385,1.0385121666100041,-0.16945321776061917,,,-130.6836206755015,4.254497909545904,-43.1083455120564,-54.36408980010622,11.255744288049819,116.32500076293945,115.19499969482422,115.76000022888184,115.19499969482422,131.20322346269037,127.39035546826751,52.0,4.0,48.0,,121.14865106425736,0.0,0.0,,41.75658545442322,,,,,,0.6997793401988981,15.92738718015896,-99.3002206598011,,114.61935699198467,-10.610936025503765,-7.178375898620994,,,-4.63121920801518,-4.7418906457335375,3.808807036079309
2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,114.58302307128906,146129200,-58847240.23444738,515693500,-0.075471545369368,-484988.7097904235,31.92521739835047,4.2079206314052895,-0.6374483753139548,-1251931.8588339677,1111.805903078998,118.41049241774137,3.850892006907704,116.77200050354004,122.96427856698402,110.57972244009606,10.60575829264183,0.3827571376931788,0.0,0.0,116.16399993896485,119.59400253295898,112.7339973449707,5.90544849660194,0.37696798748513344,0.0,0.0,111.0999984741211,125.38999938964844,118.24499893188477,12.237523425056104,0.29531147308169325,6.1001203630473775,0.7108342353330954,,,116.68666712443034,116.06115399874173,115.6950946744453,114.9842604391122,0.0,18.97805456303604,21.066193223509792,0.8734178030165343,1.0026371570478596,-0.12921935403132534,,,-59.05266287232716,4.418001937866208,-44.15124803716215,-50.855775568241405,6.704527531079258,115.7599983215332,115.19499969482422,115.47749900817871,115.19499969482422,,109.43999862670898,48.0,96.0,-48.0,,119.94281275344102,0.0,0.0,,50.87099486786061,0.2581130688563939,,,,,29.531147308169324,19.989047453183826,-70.46885269183068,,114.65589179627797,-4.7729139984523234,-4.9136613244582055,,,3.7050385428514687,3.638051575124557,7.654963347640353
2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,108.164306640625,190272600,-147522267.21572408,325420900,-0.08079782990105396,-176010107.72271064,19.518447243325667,-10.56992981624474,-2.4923864239733797,-5244552.837870221,1111.805903078998,116.90249972802275,4.225802653629043,116.56400070190429,123.48322709025499,109.6447743135536,11.871978220867046,-0.056709642029005636,0.0,1.0,115.13700002034504,118.72000172932944,111.55399831136067,6.2238927683564045,-0.37594144795603995,0.0,1.0,107.72000122070312,125.38999938964844,116.55500030517578,15.15905259131745,0.06451610117605812,6.678713699098808,0.11293017860009513,,,115.65916697184245,116.08576935988206,114.6435417415078,114.53061156290771,20.900867692990232,16.416052107123196,26.18007620140017,0.7042829950227939,1.1366625344742938,-0.4323795394514999,,,-192.13330589412126,4.145998382568365,-48.20118818902449,-48.18420459320819,-0.016983595816299157,113.35000228881836,116.52999877929688,114.94000053405762,115.19499969482422,,108.55500030517578,44.0,100.0,-56.0,,118.88167503992263,0.0,0.0,,40.238346229637244,0.0,,,,,6.451610117605812,12.227512255324678,-93.54838988239419,,114.08658009139597,-10.174108080421963,-0.40945773886307024,,,-5.601802897648289,-5.764821151105171,1.6243444913700333
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,108.07488250732422,122866900,-164343573.36011034,202554000,-0.12284349206919842,-152445593.5406132,21.364105040411545,-2.338139062484989,-2.704720988004259,-10760280.701344328,1110.8866770862815,115.5364758643613,4.139222449301295,116.17750053405761,123.886368474951,108.46863259316423,13.270844880388037,0.01954658272867306,0.0,0.0,114.2939997355143,117.73700205485027,110.85099741617839,6.024817273528495,-0.302207285981926,0.0,1.0,107.31999969482422,125.38999938964844,116.35499954223633,15.5537858980939,0.0802433299795522,7.183638233646329,-0.36397992795249934,,,114.66416676839192,115.95076927771935,113.73991941867067,114.10389934662317,21.14241129145638,15.424641707676102,25.317953440234064,0.6769345160566927,1.1709036292633423,-0.4939691132066496,,,-180.04129622995708,2.842496109008792,-53.2695622244968,-46.82090011733111,-6.4486621071656955,113.01499938964844,116.35499954223633,114.68499946594238,115.19499969482422,,108.72000122070312,40.0,100.0,-60.0,,117.3190407052319,0.0,0.0,,40.11255064726092,0.0,0.08603768961879797,,,39.42388442399925,9.229771055017602,15.070842826930912,-90.77022894498239,,113.71256585663923,-9.891477534558389,-1.0209857836759086,,,-0.08267863933540953,-0.08271283697309784,1.5403228661110324
2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,109.73420715332031,107624400,-138607109.77063894,310178400,-0.08253425022371765,-104991455.60011895,28.30552464170998,2.8465622917803493,-2.3082668626509824,1550832.1396081112,1127.9427334371928,114.67162351268018,4.001299655054759,116.04150047302247,124.0487084921712,108.03429245387373,13.800593729844547,0.15022152426784802,0.0,0.0,113.57866643269855,116.96266759236656,110.1946652730306,5.958867568978165,0.036249569193369725,0.0,0.0,107.31999969482422,125.38999938964844,116.35499954223633,15.572014857757862,0.17266202541639733,7.503298086947967,-0.6002596921594545,,,113.94916725158691,115.77692325298602,113.23223988370691,113.83249957586636,21.037738274507,16.13075213619051,24.033957692897275,0.700037616746259,1.113448524169655,-0.41341090742339603,,,-136.27274741835572,-0.06149711608887287,-56.4844094740072,-46.761196307067394,-9.723213166939807,112.68000030517578,116.35499954223633,114.51749992370605,115.19499969482422,,110.15999984741211,36.0,96.0,-60.0,,115.71919414356667,0.0,0.0,,43.633710358864654,0.1375253743341296,0.045841791444709866,,,40.97853187886026,21.925523615999744,12.535634929541052,-78.07447638400026,,113.49122190008653,-7.2088677899992115,-2.4335471420332886,,,1.535355198934174,1.5236878925051656,3.0993274922504144
