Date,Open,High,Low,Close,Adj Close,Volume,histoMACD,di+
2019-09-23,54.73749923706055,55.622501373291016,54.28499984741211,54.70500183105469,53.82139205932617,465780800.0,,0.0
2019-09-30,55.224998474121094,57.05500030517578,53.782501220703125,56.752498626708984,55.835811614990234,634486800.0,,0.0
2019-10-07,56.567501068115234,59.40999984741211,56.08250045776367,59.0525016784668,58.09866714477539,588705600.0,,0.0
2019-10-14,58.724998474121094,59.532501220703125,58.29999923706055,59.102500915527344,58.147865295410156,422709600.0,,0.0
2019-10-21,59.380001068115234,61.682498931884766,59.33000183105469,61.64500045776367,60.6492919921875,388122000.0,,0.0
2019-10-28,61.85499954223633,63.98249816894531,59.314998626708984,63.95500183105469,62.92198181152344,654221600.0,,0.0
2019-11-04,64.3324966430664,65.11000061035156,63.842498779296875,65.03500366210938,63.98454284667969,423960800.0,,0.0
2019-11-11,64.57499694824219,66.44499969482422,64.56999969482422,66.44000244140625,65.56309509277344,461333600.0,,0.0
2019-11-18,66.44999694824219,67.0,65.0999984741211,65.44499969482422,64.58121490478516,455825200.0,,0.0
2019-11-25,65.67749786376953,67.0,65.625,66.8125,65.9306640625,301081200.0,,0.0
2019-12-02,66.81749725341797,67.75,64.07250213623047,67.67749786376953,66.78425598144531,456599200.0,,0.0
2019-12-09,67.5,68.82499694824219,66.22750091552734,68.7874984741211,67.87960052490234,568117600.0,,0.0
2019-12-16,69.25,70.6624984741211,69.24500274658203,69.86000061035156,68.93795013427734,732720000.0,,0.0
2019-12-23,70.13249969482422,73.49250030517578,70.09249877929688,72.44999694824219,71.49375915527344,386438000.0,,0.0
2019-12-30,72.36499786376953,75.1500015258789,71.30500030517578,74.35749816894531,73.37608337402344,526723200.0,,0.0
2020-01-06,73.44750213623047,78.1675033569336,73.1875,77.5824966430664,76.55851745605469,670091600.0,,45.632725180054216
2020-01-13,77.91000366210938,79.68499755859375,77.38749694824219,79.68250274658203,78.63081359863281,652055600.0,,45.83563324968784
2020-01-20,79.29750061035156,80.8324966430664,78.9124984741211,79.57749938964844,78.5271987915039,463685200.0,,46.15182679491983
2020-01-27,77.51499938964844,81.9625015258789,76.22000122070312,77.37750244140625,76.3562240600586,866734800.0,,40.4363644662116
2020-02-03,76.07499694824219,81.30500030517578,75.55500030517578,80.00749969482422,78.95153045654297,652341200.0,,35.67261494940246
2020-02-10,78.54499816894531,81.80500030517578,78.4625015258789,81.23750305175781,80.35554504394531,492263600.0,,34.24989248061404
2020-02-17,78.83999633789062,81.1624984741211,77.625,78.26249694824219,77.41283416748047,476635200.0,,31.76334128957081
2020-02-24,74.31500244140625,76.04499816894531,64.09249877929688,68.33999633789062,67.59806060791016,1398039200.0,,24.538995113508037
2020-03-02,70.56999969482422,76.0,69.43000030517578,72.25749969482422,71.47303771972656,1293800800.0,,21.25513071555531
2020-03-09,65.9375,71.61000061035156,62.0,69.49250030517578,68.73804473876953,1616839600.0,,18.24728681436891
2020-03-16,60.48749923706055,64.7699966430664,57.0,57.310001373291016,56.68781661987305,1620263600.0,,15.38370561273798
2020-03-23,57.02000045776367,64.66999816894531,53.15250015258789,61.935001373291016,61.26259994506836,1384190000.0,,13.19551730139798
2020-03-30,62.685001373291016,65.62249755859375,59.224998474121094,60.352500915527344,59.6972770690918,837010800.0,,13.328281110231059
2020-04-06,62.724998474121094,67.92500305175781,62.345001220703125,66.99749755859375,66.27012634277344,735437600.0,,14.764107012602622
2020-04-13,67.07749938964844,72.0625,66.4574966430664,70.69999694824219,69.93244171142578,829547200.0,,18.68190785034454
2020-04-20,69.48750305175781,70.75250244140625,66.35749816894531,70.74250030517578,69.97447204589844,678844800.0,,17.682917342754617
2020-04-27,70.44999694824219,74.75,69.55000305175781,72.26750183105469,71.4829330444336,790054000.0,,21.45869292304813
2020-05-04,72.2925033569336,77.5875015258789,71.58000183105469,77.53250122070312,76.69075775146484,672706400.0,,23.326077811049796
2020-05-11,77.0250015258789,79.92250061035156,75.05249786376953,76.92749786376953,76.29830932617188,834147600.0,0.6016606658540624,24.80949483830642
2020-05-18,78.2925033569336,80.22250366210938,77.58000183105469,79.72250366210938,79.0704574584961,532904800.0,0.8978084775190325,23.956647125763002
2020-05-25,80.875,81.05999755859375,78.27249908447266,79.48500061035156,78.83489990234375,525560400.0,1.0072424159947193,24.179573386476154
2020-06-01,79.4375,82.9375,79.30249786376953,82.875,82.19717407226562,497736000.0,1.221220514475176,25.363567937942644
2020-06-08,82.5625,88.69249725341797,81.83000183105469,84.69999694824219,84.00723266601562,811826800.0,1.387665601192599,30.62421260029992
2020-06-15,83.3125,89.13999938964844,83.1449966430664,87.43000030517578,86.71490478515625,779940400.0,1.569713418121788,28.817661388299943
2020-06-22,87.83499908447266,93.09500122070312,87.7874984741211,88.40750122070312,87.68441772460938,883003200.0,1.6374945240982424,31.539896194586298
2020-06-29,88.3125,92.61750030517578,87.81999969482422,91.02749633789062,90.2829818725586,495648000.0,1.730332332899398,29.52253762717558
2020-07-06,92.5,96.31749725341797,92.46749877929688,95.91999816894531,95.1354751586914,564072000.0,1.9739052008700275,31.993160761742818
2020-07-13,97.26499938964844,99.95500183105469,93.87750244140625,96.32749938964844,95.53963470458984,718600800.0,2.010806195064804,34.1587839470928
2020-07-20,96.4175033569336,99.25,89.1449966430664,92.61499786376953,91.85750579833984,665196000.0,1.6508744348207198,29.985082023340276
2020-07-27,93.70999908447266,106.41500091552734,93.24749755859375,106.26000213623047,105.39090728759766,847635600.0,2.155976064102127,33.050050432139905
2020-08-03,108.19999694824219,114.4124984741211,107.89250183105469,111.11250305175781,110.20372009277344,1003474000.0,2.6153440989166423,38.394661176662595
