Industry,Ticker,Exchange,Stock Name,Punto,Name,ExOr,ExAdj,Multiplica,Numero,TickerAdj
basicmaterials,AKZA.NV,amsterdam,Akzo Nobel NV,5,AKZA,.NV,.AS,#¡VALOR!,#¡VALOR!,AKZA.AS
basicmaterials,AMG.NV,amsterdam,AMG Advanced Metallurgical Group NV,4,AMG,.NV,.AS,#¡VALOR!,#¡VALOR!,AMG.AS
basicmaterials,DSM.NV,amsterdam,Koninklijke DSM NV,4,DSM,.NV,.AS,#¡VALOR!,#¡VALOR!,DSM.AS
basicmaterials,IMCD.NV,amsterdam,IMCD NV,5,IMCD,.NV,.AS,#¡VALOR!,#¡VALOR!,IMCD.AS
basicmaterials,OCI.NV,amsterdam,OCI NV,4,OCI,.NV,.AS,#¡VALOR!,#¡VALOR!,OCI.AS
consumergoods,AD.NV,amsterdam,Koninklijke Ahold NV,3,AD,.NV,.AS,#¡VALOR!,#¡VALOR!,AD.AS
consumergoods,ADYEN.NV,amsterdam,Adyen NV,6,ADYEN,.NV,.AS,#¡VALOR!,#¡VALOR!,ADYEN.AS
consumergoods,GLPG.NV,amsterdam,Galapagos,5,GLPG,.NV,.AS,#¡VALOR!,#¡VALOR!,GLPG.AS
consumergoods,GVNV.NV,amsterdam,GrandVision NV,5,GVNV,.NV,.AS,#¡VALOR!,#¡VALOR!,GVNV.AS
consumergoods,HEIA.NV,amsterdam,Heineken,5,HEIA,.NV,.AS,#¡VALOR!,#¡VALOR!,HEIA.AS
consumergoods,HEIO.NV,amsterdam,Heineken Holding NV,5,HEIO,.NV,.AS,#¡VALOR!,#¡VALOR!,HEIO.AS
consumergoods,PHIA.NV,amsterdam,Koninklijke Philips N.V.,5,PHIA,.NV,.AS,#¡VALOR!,#¡VALOR!,PHIA.AS
consumergoods,RAND.NV,amsterdam,Randstad Holding NV,5,RAND,.NV,.AS,#¡VALOR!,#¡VALOR!,RAND.AS
consumergoods,TKWY.NV,amsterdam,Just Eat Takeaway.com NV,5,TKWY,.NV,.AS,#¡VALOR!,#¡VALOR!,TKWY.AS
financial,ABN.NV,amsterdam,ABN AMRO Group NV,4,ABN,.NV,.AS,#¡VALOR!,#¡VALOR!,ABN.AS
financial,AGN.NV,amsterdam,Aegon NV,4,AGN,.NV,.AS,#¡VALOR!,#¡VALOR!,AGN.AS
financial,ASRNL.NV,amsterdam,ASR Nederland NV,6,ASRNL,.NV,.AS,#¡VALOR!,#¡VALOR!,ASRNL.AS
financial,FLOW.NV,amsterdam,Flow Traders Cooperatief UA,5,FLOW,.NV,.AS,#¡VALOR!,#¡VALOR!,FLOW.AS
financial,INGA.NV,amsterdam,ING Groep NV,5,INGA,.NV,.AS,#¡VALOR!,#¡VALOR!,INGA.AS
financial,INTER.NV,amsterdam,Intertrust NV,6,INTER,.NV,.AS,#¡VALOR!,#¡VALOR!,INTER.AS
financial,NN.NV,amsterdam,NN Group NV,3,NN,.NV,.AS,#¡VALOR!,#¡VALOR!,NN.AS
financial,WHA.NV,amsterdam,Wereldhave NV,4,WHA,.NV,.AS,#¡VALOR!,#¡VALOR!,WHA.AS
industrialgoods,AALB.NV,amsterdam,Aalberts NV,5,AALB,.NV,.AS,#¡VALOR!,#¡VALOR!,AALB.AS
industrialgoods,ARCAD.NV,amsterdam,Arcadis NV,6,ARCAD,.NV,.AS,#¡VALOR!,#¡VALOR!,ARCAD.AS
industrialgoods,BOKA.NV,amsterdam,Koninklijke Boskalis Westminster NV,5,BOKA,.NV,.AS,#¡VALOR!,#¡VALOR!,BOKA.AS
industrialgoods,LIGHT.NV,amsterdam,Signify NV,6,LIGHT,.NV,.AS,#¡VALOR!,#¡VALOR!,LIGHT.AS
industrialgoods,PNL.NV,amsterdam,PostNL NV,4,PNL,.NV,.AS,#¡VALOR!,#¡VALOR!,PNL.AS
industrialgoods,TWEKA.NV,amsterdam,TKH Group,6,TWEKA,.NV,.AS,#¡VALOR!,#¡VALOR!,TWEKA.AS
services,PRX.NV,amsterdam,Prosus NV,4,PRX,.NV,.AS,#¡VALOR!,#¡VALOR!,PRX.AS
technology,ASM.NV,amsterdam,ASM International NV,4,ASM,.NV,.AS,#¡VALOR!,#¡VALOR!,ASM.AS
technology,ASML.NV,amsterdam,ASML Holding NV,5,ASML,.NV,.AS,#¡VALOR!,#¡VALOR!,ASML.AS
technology,BESI.NV,amsterdam,BE Semiconductor Industries NV,5,BESI,.NV,.AS,#¡VALOR!,#¡VALOR!,BESI.AS
technology,KPN.NV,amsterdam,KPN,4,KPN,.NV,.AS,#¡VALOR!,#¡VALOR!,KPN.AS
technology,TOM2.NV,amsterdam,TomTom BV,5,TOM2,.NV,.AS,#¡VALOR!,#¡VALOR!,TOM2.AS
technology,VPK.NV,amsterdam,Koninklijke Vopak NV,4,VPK,.NV,.AS,#¡VALOR!,#¡VALOR!,VPK.AS
utilities,SBMO.NV,amsterdam,SBM Offshore NV,5,SBMO,.NV,.AS,#¡VALOR!,#¡VALOR!,SBMO.AS
utilities,WKL.NV,amsterdam,Wolters Kluwer NV,4,WKL,.NV,.AS,#¡VALOR!,#¡VALOR!,WKL.AS
basicmaterials,ACX.MC,bolsademadrid,Acerinox SA,4,ACX,.MC,.MC,#¡VALOR!,#¡VALOR!,ACX.MC
basicmaterials,ENC.MC,bolsademadrid,Ence Energia Y Celulosa SA,4,ENC,.MC,.MC,#¡VALOR!,#¡VALOR!,ENC.MC
basicmaterials,MTS.MC,bolsademadrid,ArcelorMittal,4,MTS,.MC,.MC,#¡VALOR!,#¡VALOR!,MTS.MC
consumergoods,ALM.MC,bolsademadrid,Laboratorios Almirall SA,4,ALM,.MC,.MC,#¡VALOR!,#¡VALOR!,ALM.MC
consumergoods,APPS.MC,bolsademadrid,Applus Services SA,5,APPS,.MC,.MC,#¡VALOR!,#¡VALOR!,APPS.MC
consumergoods,DIA.MC,bolsademadrid,Distribuidora Internacional de Alimentacion SA,4,DIA,.MC,.MC,#¡VALOR!,#¡VALOR!,DIA.MC
consumergoods,GEST.MC,bolsademadrid,Gestamp Automocion,5,GEST,.MC,.MC,#¡VALOR!,#¡VALOR!,GEST.MC
consumergoods,ITX.MC,bolsademadrid,Inditex,4,ITX,.MC,.MC,#¡VALOR!,#¡VALOR!,ITX.MC
consumergoods,MEL.MC,bolsademadrid,Melia Hotels International SA,4,MEL,.MC,.MC,#¡VALOR!,#¡VALOR!,MEL.MC
consumergoods,PHM.MC,bolsademadrid,Pharma Mar SA,4,PHM,.MC,.MC,#¡VALOR!,#¡VALOR!,PHM.MC
consumergoods,PSG.MC,bolsademadrid,Prosegur Compania de Seguridad SA,4,PSG,.MC,.MC,#¡VALOR!,#¡VALOR!,PSG.MC
consumergoods,VIS.MC,bolsademadrid,Viscofan SA,4,VIS,.MC,.MC,#¡VALOR!,#¡VALOR!,VIS.MC
financial,BBVA.MC,bolsademadrid,BBVA,5,BBVA,.MC,.MC,#¡VALOR!,#¡VALOR!,BBVA.MC
financial,BKT.MC,bolsademadrid,Bankinter,4,BKT,.MC,.MC,#¡VALOR!,#¡VALOR!,BKT.MC
financial,CABK.MC,bolsademadrid,Caixabank,5,CABK,.MC,.MC,#¡VALOR!,#¡VALOR!,CABK.MC
financial,COL.MC,bolsademadrid,Inmobiliaria Colonial Socimi SA,4,COL,.MC,.MC,#¡VALOR!,#¡VALOR!,COL.MC
financial,MAP.MC,bolsademadrid,Mapfre,4,MAP,.MC,.MC,#¡VALOR!,#¡VALOR!,MAP.MC
financial,MRL.MC,bolsademadrid,Merlin Properties SOCIMI SA,4,MRL,.MC,.MC,#¡VALOR!,#¡VALOR!,MRL.MC
financial,SAB.MC,bolsademadrid,Banco Sabadell,4,SAB,.MC,.MC,#¡VALOR!,#¡VALOR!,SAB.MC
financial,UNI.MC,bolsademadrid,Unicaja Banco SA,4,UNI,.MC,.MC,#¡VALOR!,#¡VALOR!,UNI.MC
healthcare,GRF.MC,bolsademadrid,Grifols SA,4,GRF,.MC,.MC,#¡VALOR!,#¡VALOR!,GRF.MC
industrialgoods,ACS.MC,bolsademadrid,ACS,4,ACS,.MC,.MC,#¡VALOR!,#¡VALOR!,ACS.MC
industrialgoods,AENA.MC,bolsademadrid,Aena SME,5,AENA,.MC,.MC,#¡VALOR!,#¡VALOR!,AENA.MC
industrialgoods,CLNX.MC,bolsademadrid,Cellnex Telecom SA,5,CLNX,.MC,.MC,#¡VALOR!,#¡VALOR!,CLNX.MC
industrialgoods,FCC.MC,bolsademadrid,Fomento de Construcciones,4,FCC,.MC,.MC,#¡VALOR!,#¡VALOR!,FCC.MC
industrialgoods,FER.MC,bolsademadrid,Ferrovial,4,FER,.MC,.MC,#¡VALOR!,#¡VALOR!,FER.MC
industrialgoods,LOG.MC,bolsademadrid,Compania de Distribucion Integral Logista Holdings,4,LOG,.MC,.MC,#¡VALOR!,#¡VALOR!,LOG.MC
industrialgoods,OHLA.MC,bolsademadrid,OHL,5,OHLA,.MC,.MC,#¡VALOR!,#¡VALOR!,OHLA.MC
industrialgoods,SCYR.MC,bolsademadrid,Sacyr,5,SCYR,.MC,.MC,#¡VALOR!,#¡VALOR!,SCYR.MC
industrialgoods,SGRE.MC,bolsademadrid,Siemens Gamesa Renewable Energy SA,5,SGRE,.MC,.MC,#¡VALOR!,#¡VALOR!,SGRE.MC
industrialgoods,TRE.MC,bolsademadrid,Tecnicas Reunidas,4,TRE,.MC,.MC,#¡VALOR!,#¡VALOR!,TRE.MC
services,TL5.MC,bolsademadrid,Mediaset Espana,4,TL5,.MC,.MC,#¡VALOR!,#¡VALOR!,TL5.MC
technology,AMS.MC,bolsademadrid,Amadeus IT Hold -A-,4,AMS,.MC,.MC,#¡VALOR!,#¡VALOR!,AMS.MC
technology,IDR.MC,bolsademadrid,Indra Sistemas SA,4,IDR,.MC,.MC,#¡VALOR!,#¡VALOR!,IDR.MC
utilities,ANA.MC,bolsademadrid,Acciona,4,ANA,.MC,.MC,#¡VALOR!,#¡VALOR!,ANA.MC
utilities,ELE.MC,bolsademadrid,Endesa,4,ELE,.MC,.MC,#¡VALOR!,#¡VALOR!,ELE.MC
utilities,ENG.MC,bolsademadrid,Enagas,4,ENG,.MC,.MC,#¡VALOR!,#¡VALOR!,ENG.MC
utilities,IBE.MC,bolsademadrid,Iberdrola,4,IBE,.MC,.MC,#¡VALOR!,#¡VALOR!,IBE.MC
utilities,NTGY.MC,bolsademadrid,"Naturgy Energy Group, S.A.",5,NTGY,.MC,.MC,#¡VALOR!,#¡VALOR!,NTGY.MC
utilities,REE.MC,bolsademadrid,Red Electrica Corp,4,REE,.MC,.MC,#¡VALOR!,#¡VALOR!,REE.MC
utilities,REP.MC,bolsademadrid,Repsol,4,REP,.MC,.MC,#¡VALOR!,#¡VALOR!,REP.MC
basicmaterials,ENI.MI,borsaitaliana,Eni Energy Company,4,ENI,.MI,.MI,#¡VALOR!,#¡VALOR!,ENI.MI
basicmaterials,TEN.MI,borsaitaliana,Tenaris Group,4,TEN,.MI,.MI,#¡VALOR!,#¡VALOR!,TEN.MI
consumergoods,AGL.MI,borsaitaliana,Autogrill,4,AGL,.MI,.MI,#¡VALOR!,#¡VALOR!,AGL.MI
consumergoods,CPR.MI,borsaitaliana,Davide Campari - Milano Beverage,4,CPR,.MI,.MI,#¡VALOR!,#¡VALOR!,CPR.MI
consumergoods,JUVE.MI,borsaitaliana,Juventus Football Club,5,JUVE,.MI,.MI,#¡VALOR!,#¡VALOR!,JUVE.MI
consumergoods,MONC.MI,borsaitaliana,Moncler,5,MONC,.MI,.MI,#¡VALOR!,#¡VALOR!,MONC.MI
consumergoods,MS.MI,borsaitaliana,Mediaset Group,3,MS,.MI,.MI,#¡VALOR!,#¡VALOR!,MS.MI
consumergoods,SFER.MI,borsaitaliana,Salvatore Ferragamo Company,5,SFER,.MI,.MI,#¡VALOR!,#¡VALOR!,SFER.MI
consumergoods,STLA.MI,borsaitaliana,Stellantis NV,5,STLA,.MI,.MI,#¡VALOR!,#¡VALOR!,STLA.MI
consumergoods,TOD.MI,borsaitaliana,Tods Group,4,TOD,.MI,.MI,#¡VALOR!,#¡VALOR!,TOD.MI
financial,AZM.MI,borsaitaliana,Azimut Holding,4,AZM,.MI,.MI,#¡VALOR!,#¡VALOR!,AZM.MI
financial,BAMI.MI,borsaitaliana,Banco Bpm,5,BAMI,.MI,.MI,#¡VALOR!,#¡VALOR!,BAMI.MI
financial,BGN.MI,borsaitaliana,Banca Generali,4,BGN,.MI,.MI,#¡VALOR!,#¡VALOR!,BGN.MI
financial,BPE.MI,borsaitaliana,BPER Banca,4,BPE,.MI,.MI,#¡VALOR!,#¡VALOR!,BPE.MI
financial,EXO.MI,borsaitaliana,Exor Investment Company,4,EXO,.MI,.MI,#¡VALOR!,#¡VALOR!,EXO.MI
financial,FBK.MI,borsaitaliana,FinecoBank,4,FBK,.MI,.MI,#¡VALOR!,#¡VALOR!,FBK.MI
financial,G.MI,borsaitaliana,Assicurazioni Generali SpA,2,G,.MI,.MI,#¡VALOR!,#¡VALOR!,G.MI
financial,ISP.MI,borsaitaliana,Intesa Sanpaolo Group,4,ISP,.MI,.MI,#¡VALOR!,#¡VALOR!,ISP.MI
financial,MB.MI,borsaitaliana,Mediobanca Banca Di Credito Fnnzr SpA,3,MB,.MI,.MI,#¡VALOR!,#¡VALOR!,MB.MI
financial,UCG.MI,borsaitaliana,UniCredit Commercial Bank,4,UCG,.MI,.MI,#¡VALOR!,#¡VALOR!,UCG.MI
financial,US.MI,borsaitaliana,UnipolSai multi-business insurance company,3,US,.MI,.MI,#¡VALOR!,#¡VALOR!,US.MI
healthcare,AMP.MI,borsaitaliana,Amplifon,4,AMP,.MI,.MI,#¡VALOR!,#¡VALOR!,AMP.MI
industrialgoods,ATL.MI,borsaitaliana,Atlantia Develops,4,ATL,.MI,.MI,#¡VALOR!,#¡VALOR!,ATL.MI
industrialgoods,BRE.MI,borsaitaliana,Brembo,4,BRE,.MI,.MI,#¡VALOR!,#¡VALOR!,BRE.MI
industrialgoods,BZU.MI,borsaitaliana,Buzzi Unicem Group,4,BZU,.MI,.MI,#¡VALOR!,#¡VALOR!,BZU.MI
industrialgoods,CNHI.MI,borsaitaliana,CNH Industrial Group,5,CNHI,.MI,.MI,#¡VALOR!,#¡VALOR!,CNHI.MI
industrialgoods,IP.MI,borsaitaliana,Interpump Group,3,IP,.MI,.MI,#¡VALOR!,#¡VALOR!,IP.MI
industrialgoods,LDO.MI,borsaitaliana,Leonardo Finmeccanica,4,LDO,.MI,.MI,#¡VALOR!,#¡VALOR!,LDO.MI
industrialgoods,PRY.MI,borsaitaliana,Prysmian Group,4,PRY,.MI,.MI,#¡VALOR!,#¡VALOR!,PRY.MI
services,PST.MI,borsaitaliana,Poste Italiane,4,PST,.MI,.MI,#¡VALOR!,#¡VALOR!,PST.MI
services,REC.MI,borsaitaliana,Recordati,4,REC,.MI,.MI,#¡VALOR!,#¡VALOR!,REC.MI
services,UNI.MI,borsaitaliana,Unipol,4,UNI,.MI,.MI,#¡VALOR!,#¡VALOR!,UNI.MI
technology,DIA.MI,borsaitaliana,Diasorin,4,DIA,.MI,.MI,#¡VALOR!,#¡VALOR!,DIA.MI
technology,PIRC.MI,borsaitaliana,Pirelli & C,5,PIRC,.MI,.MI,#¡VALOR!,#¡VALOR!,PIRC.MI
technology,STM.MI,borsaitaliana,STMicroelectronics Company,4,STM,.MI,.MI,#¡VALOR!,#¡VALOR!,STM.MI
utilities,A2A.MI,borsaitaliana,A2A Group,4,A2A,.MI,.MI,#¡VALOR!,#¡VALOR!,A2A.MI
utilities,ENEL.MI,borsaitaliana,Enel Power Company,5,ENEL,.MI,.MI,#¡VALOR!,#¡VALOR!,ENEL.MI
utilities,HER.MI,borsaitaliana,Hera SPA,4,HER,.MI,.MI,#¡VALOR!,#¡VALOR!,HER.MI
utilities,IG.MI,borsaitaliana,Italgas,3,IG,.MI,.MI,#¡VALOR!,#¡VALOR!,IG.MI
utilities,IRE.MI,borsaitaliana,Iren,4,IRE,.MI,.MI,#¡VALOR!,#¡VALOR!,IRE.MI
utilities,SRG.MI,borsaitaliana,Snam Group,4,SRG,.MI,.MI,#¡VALOR!,#¡VALOR!,SRG.MI
utilities,TIT.MI,borsaitaliana,Telecom Italia S.p.A.,4,TIT,.MI,.MI,#¡VALOR!,#¡VALOR!,TIT.MI
utilities,TRN.MI,borsaitaliana,Terna SPA,4,TRN,.MI,.MI,#¡VALOR!,#¡VALOR!,TRN.MI
basicmaterials,UMI.BR,brussels,Umicore,4,UMI,.BR,.BR,#¡VALOR!,#¡VALOR!,UMI.BR
consumergoods,ABI.BR,brussels,Anheuser Busch InBev,4,ABI,.BR,.BR,#¡VALOR!,#¡VALOR!,ABI.BR
consumergoods,ARGX.BR,brussels,Argenx Se,5,ARGX,.BR,.BR,#¡VALOR!,#¡VALOR!,ARGX.BR
consumergoods,COLR.BR,brussels,Colruyt Group,5,COLR,.BR,.BR,#¡VALOR!,#¡VALOR!,COLR.BR
consumergoods,UCB.BR,brussels,UCB SA,4,UCB,.BR,.BR,#¡VALOR!,#¡VALOR!,UCB.BR
financial,AGS.BR,brussels,Ageas NV,4,AGS,.BR,.BR,#¡VALOR!,#¡VALOR!,AGS.BR
financial,GBLB.BR,brussels,Groupe Bruxelles Lambert,5,GBLB,.BR,.BR,#¡VALOR!,#¡VALOR!,GBLB.BR
financial,KBC.BR,brussels,KBC Groep,4,KBC,.BR,.BR,#¡VALOR!,#¡VALOR!,KBC.BR
financial,SOF.BR,brussels,Sofina SA,4,SOF,.BR,.BR,#¡VALOR!,#¡VALOR!,SOF.BR
financial,WDP.BR,brussels,Warehouse & Distribution De Pauw SICAFI SCA,4,WDP,.BR,.BR,#¡VALOR!,#¡VALOR!,WDP.BR
industrialgoods,ACKB.BR,brussels,Ackermans & Van Haaren NV,5,ACKB,.BR,.BR,#¡VALOR!,#¡VALOR!,ACKB.BR
services,PROX.BR,brussels,Proximus SA,5,PROX,.BR,.BR,#¡VALOR!,#¡VALOR!,PROX.BR
services,TNET.BR,brussels,Telenet Group Holding NV,5,TNET,.BR,.BR,#¡VALOR!,#¡VALOR!,TNET.BR
basicmaterials,VWS.CO,copenhagen,Vestas Wind Systems A/S,4,VWS,.CO,.CO,#¡VALOR!,#¡VALOR!,VWS.CO
consumergoods,AMBUB.CO,copenhagen,Ambu A/S,6,AMBUB,.CO,.CO,#¡VALOR!,#¡VALOR!,AMBUB.CO
consumergoods,GN.CO,copenhagen,GN Store Nord A/S,3,GN,.CO,.CO,#¡VALOR!,#¡VALOR!,GN.CO
consumergoods,PNDORA.CO,copenhagen,Pandora A/S,7,PNDORA,.CO,.CO,#¡VALOR!,#¡VALOR!,PNDORA.CO
consumergoods,RBREW.CO,copenhagen,Royal Unibrew A/S,6,RBREW,.CO,.CO,#¡VALOR!,#¡VALOR!,RBREW.CO
financial,JYSK.CO,copenhagen,Jyske Bank A/S,5,JYSK,.CO,.CO,#¡VALOR!,#¡VALOR!,JYSK.CO
financial,ORSTED.CO,copenhagen,Orsted A/S,7,ORSTED,.CO,.CO,#¡VALOR!,#¡VALOR!,ORSTED.CO
financial,TRYG.CO,copenhagen,Tryg A/S,5,TRYG,.CO,.CO,#¡VALOR!,#¡VALOR!,TRYG.CO
healthcare,CHR.CO,copenhagen,Chr. Hansen Holding A/S,4,CHR,.CO,.CO,#¡VALOR!,#¡VALOR!,CHR.CO
healthcare,COLO-B.CO,copenhagen,Coloplast B A/S,7,COLO-B,.CO,.CO,#¡VALOR!,#¡VALOR!,COLO-B.CO
healthcare,DEMANT.CO,copenhagen,Demant A/S,7,DEMANT,.CO,.CO,#¡VALOR!,#¡VALOR!,DEMANT.CO
healthcare,GMAB.CO,copenhagen,Genmab A/S,5,GMAB,.CO,.CO,#¡VALOR!,#¡VALOR!,GMAB.CO
healthcare,LUN.CO,copenhagen,H. Lundbeck A/S,4,LUN,.CO,.CO,#¡VALOR!,#¡VALOR!,LUN.CO
healthcare,NOVO-B.CO,copenhagen,Novo Nordisk B A/S,7,NOVO-B,.CO,.CO,#¡VALOR!,#¡VALOR!,NOVO-B.CO
healthcare,NZYM-B.CO,copenhagen,Novozymes B A/S,7,NZYM-B,.CO,.CO,#¡VALOR!,#¡VALOR!,NZYM-B.CO
industrialgoods,DSV.CO,copenhagen,DSV A/S,4,DSV,.CO,.CO,#¡VALOR!,#¡VALOR!,DSV.CO
industrialgoods,FLS.CO,copenhagen,FLSmidth & Co. A/S,4,FLS,.CO,.CO,#¡VALOR!,#¡VALOR!,FLS.CO
industrialgoods,ISS.CO,copenhagen,ISS A/S,4,ISS,.CO,.CO,#¡VALOR!,#¡VALOR!,ISS.CO
industrialgoods,MAERSKB.CO,copenhagen,A P Moller Maersk,8,MAERSKB,.CO,.CO,#¡VALOR!,#¡VALOR!,MAERSKB.CO
industrialgoods,ROCKB.CO,copenhagen,Rockwool International B A/S,6,ROCKB,.CO,.CO,#¡VALOR!,#¡VALOR!,ROCKB.CO
technology,SIM.CO,copenhagen,SimCorp A/S,4,SIM,.CO,.CO,#¡VALOR!,#¡VALOR!,SIM.CO
utilities,DANSKE.CO,copenhagen,Danske Bank A/S,7,DANSKE,.CO,.CO,#¡VALOR!,#¡VALOR!,DANSKE.CO
basicmaterials,1COV.DE,frankfurt,Covestro,5,1COV,.DE,.DE,#¡VALOR!,#¡VALOR!,1COV.DE
basicmaterials,BAS.DE,frankfurt,BASF SE,4,BAS,.DE,.DE,#¡VALOR!,#¡VALOR!,BAS.DE
basicmaterials,BNR.DE,frankfurt,Brenntag,4,BNR,.DE,.DE,#¡VALOR!,#¡VALOR!,BNR.DE
basicmaterials,EVK.DE,frankfurt,Evonik,4,EVK,.DE,.DE,#¡VALOR!,#¡VALOR!,EVK.DE
basicmaterials,GXI.DE,frankfurt,Gerresheimer,4,GXI,.DE,.DE,#¡VALOR!,#¡VALOR!,GXI.DE
basicmaterials,LXS.DE,frankfurt,LANXESS,4,LXS,.DE,.DE,#¡VALOR!,#¡VALOR!,LXS.DE
basicmaterials,NDA.DE,frankfurt,Aurubis AG,4,NDA,.DE,.DE,#¡VALOR!,#¡VALOR!,NDA.DE
basicmaterials,NDX1.DE,frankfurt,Nordex,5,NDX1,.DE,.DE,#¡VALOR!,#¡VALOR!,NDX1.DE
basicmaterials,RAA.DE,frankfurt,Rational AG,4,RAA,.DE,.DE,#¡VALOR!,#¡VALOR!,RAA.DE
basicmaterials,SDF.DE,frankfurt,K+S Aktiengesellschaft,4,SDF,.DE,.DE,#¡VALOR!,#¡VALOR!,SDF.DE
basicmaterials,SGL.DE,frankfurt,SGL Carbon,4,SGL,.DE,.DE,#¡VALOR!,#¡VALOR!,SGL.DE
basicmaterials,SY1.DE,frankfurt,Symrise,4,SY1,.DE,.DE,#¡VALOR!,#¡VALOR!,SY1.DE
basicmaterials,SZG.DE,frankfurt,Salzgitter,4,SZG,.DE,.DE,#¡VALOR!,#¡VALOR!,SZG.DE
basicmaterials,TKA.DE,frankfurt,ThyssenKrupp AG,4,TKA,.DE,.DE,#¡VALOR!,#¡VALOR!,TKA.DE
basicmaterials,VOE.DE,frankfurt,Voestalpine AG,4,VOE,.DE,.DE,#¡VALOR!,#¡VALOR!,VOE.DE
consumergoods,ADS.DE,frankfurt,Adidas AG,4,ADS,.DE,.DE,#¡VALOR!,#¡VALOR!,ADS.DE
consumergoods,B4B.DE,frankfurt,METRO AG,4,B4B,.DE,.DE,#¡VALOR!,#¡VALOR!,B4B.DE
consumergoods,BEI.DE,frankfurt,Beiersdorf AG,4,BEI,.DE,.DE,#¡VALOR!,#¡VALOR!,BEI.DE
consumergoods,BMW.DE,frankfurt,Bayerische Motoren Werke Aktiengesellschaft,4,BMW,.DE,.DE,#¡VALOR!,#¡VALOR!,BMW.DE
consumergoods,BOSS.DE,frankfurt,HUGO BOSS,5,BOSS,.DE,.DE,#¡VALOR!,#¡VALOR!,BOSS.DE
consumergoods,CEC.DE,frankfurt,Ceconomy St,4,CEC,.DE,.DE,#¡VALOR!,#¡VALOR!,CEC.DE
consumergoods,CON.DE,frankfurt,Continental AG,4,CON,.DE,.DE,#¡VALOR!,#¡VALOR!,CON.DE
consumergoods,DAI.DE,frankfurt,Daimler AG,4,DAI,.DE,.DE,#¡VALOR!,#¡VALOR!,DAI.DE
consumergoods,EVD.DE,frankfurt,CTS Eventim,4,EVD,.DE,.DE,#¡VALOR!,#¡VALOR!,EVD.DE
consumergoods,FIE.DE,frankfurt,Fielmann AG,4,FIE,.DE,.DE,#¡VALOR!,#¡VALOR!,FIE.DE
consumergoods,HEN3.DE,frankfurt,Henkel AG & Co. KGaA,5,HEN3,.DE,.DE,#¡VALOR!,#¡VALOR!,HEN3.DE
consumergoods,HFG.DE,frankfurt,HelloFresh SE,4,HFG,.DE,.DE,#¡VALOR!,#¡VALOR!,HFG.DE
consumergoods,HLE.DE,frankfurt,Hella,4,HLE,.DE,.DE,#¡VALOR!,#¡VALOR!,HLE.DE
consumergoods,PAH3.DE,frankfurt,Porsche Automobil Holding SE,5,PAH3,.DE,.DE,#¡VALOR!,#¡VALOR!,PAH3.DE
consumergoods,PUM.DE,frankfurt,PUMA AG,4,PUM,.DE,.DE,#¡VALOR!,#¡VALOR!,PUM.DE
consumergoods,RHM.DE,frankfurt,Rheinmetall AG,4,RHM,.DE,.DE,#¡VALOR!,#¡VALOR!,RHM.DE
consumergoods,SHA.DE,frankfurt,Schaeffler,4,SHA,.DE,.DE,#¡VALOR!,#¡VALOR!,SHA.DE
consumergoods,SZU.DE,frankfurt,Suedzucker,4,SZU,.DE,.DE,#¡VALOR!,#¡VALOR!,SZU.DE
consumergoods,VOW3.DE,frankfurt,Volkswagen AG,5,VOW3,.DE,.DE,#¡VALOR!,#¡VALOR!,VOW3.DE
consumergoods,ZAL.DE,frankfurt,Zalando,4,ZAL,.DE,.DE,#¡VALOR!,#¡VALOR!,ZAL.DE
consumergoods,ZIL2.DE,frankfurt,ElringKlinger,5,ZIL2,.DE,.DE,#¡VALOR!,#¡VALOR!,ZIL2.DE
financial,ADJ.DE,frankfurt,ADO Properties SA,4,ADJ,.DE,.DE,#¡VALOR!,#¡VALOR!,ADJ.DE
financial,ALV.DE,frankfurt,Allianz SE,4,ALV,.DE,.DE,#¡VALOR!,#¡VALOR!,ALV.DE
financial,AOX.DE,frankfurt,alstria office REIT-AG,4,AOX,.DE,.DE,#¡VALOR!,#¡VALOR!,AOX.DE
financial,ARL.DE,frankfurt,Aareal Bank,4,ARL,.DE,.DE,#¡VALOR!,#¡VALOR!,ARL.DE
financial,AT1.DE,frankfurt,Aroundtown SA,4,AT1,.DE,.DE,#¡VALOR!,#¡VALOR!,AT1.DE
financial,CBK.DE,frankfurt,Commerzbank AG,4,CBK,.DE,.DE,#¡VALOR!,#¡VALOR!,CBK.DE
financial,DB1.DE,frankfurt,Deutsche Boerse AG,4,DB1,.DE,.DE,#¡VALOR!,#¡VALOR!,DB1.DE
financial,DEQ.DE,frankfurt,Deutsche Euroshop,4,DEQ,.DE,.DE,#¡VALOR!,#¡VALOR!,DEQ.DE
financial,DWNI.DE,frankfurt,Deutsche Wohnen,5,DWNI,.DE,.DE,#¡VALOR!,#¡VALOR!,DWNI.DE
financial,DWS.DE,frankfurt,DWS Group GmbH & Co KGaA,4,DWS,.DE,.DE,#¡VALOR!,#¡VALOR!,DWS.DE
financial,GLJ.DE,frankfurt,GRENKE AG,4,GLJ,.DE,.DE,#¡VALOR!,#¡VALOR!,GLJ.DE
financial,GYC.DE,frankfurt,Grand City Properties,4,GYC,.DE,.DE,#¡VALOR!,#¡VALOR!,GYC.DE
financial,LEG.DE,frankfurt,LEG Immobilien AG,4,LEG,.DE,.DE,#¡VALOR!,#¡VALOR!,LEG.DE
