Industry,Ticker,Exchange,Stock Name,Punto,Name,ExOr,ExAdj,Multiplica,Numero,TickerAdj
technology,COUP,nasdaq,Coupa Software Inc,0,COUP,,,#¡VALOR!,#¡VALOR!,COUP
technology,CREE,nasdaq,Cree Inc.,0,CREE,,,#¡VALOR!,#¡VALOR!,CREE
technology,CRSR,nasdaq,Corsair Gaming Inc,0,CRSR,,,#¡VALOR!,#¡VALOR!,CRSR
technology,CRUS,nasdaq,Cirrus Logic Inc,0,CRUS,,,#¡VALOR!,#¡VALOR!,CRUS
technology,CRWD,nasdaq,Crowdstrike Holdings,0,CRWD,,,#¡VALOR!,#¡VALOR!,CRWD
technology,CSCO,nasdaq,Cisco,0,CSCO,,,#¡VALOR!,#¡VALOR!,CSCO
technology,CSOD,nasdaq,Cornerstone OnDemand Inc,0,CSOD,,,#¡VALOR!,#¡VALOR!,CSOD
technology,CTSH,nasdaq,Cognizant Technology Solutions Corp,0,CTSH,,,#¡VALOR!,#¡VALOR!,CTSH
technology,CTXS,nasdaq,Citrix Systems Inc,0,CTXS,,,#¡VALOR!,#¡VALOR!,CTXS
technology,CYBR,nasdaq,CyberArk,0,CYBR,,,#¡VALOR!,#¡VALOR!,CYBR
technology,DBX,nasdaq,Dropbox Inc,0,DBX,,,#¡VALOR!,#¡VALOR!,DBX
technology,DDOG,nasdaq,Datadog Inc,0,DDOG,,,#¡VALOR!,#¡VALOR!,DDOG
technology,DOCU,nasdaq,DocuSign Inc,0,DOCU,,,#¡VALOR!,#¡VALOR!,DOCU
technology,DOMO,nasdaq,Domo Inc,0,DOMO,,,#¡VALOR!,#¡VALOR!,DOMO
technology,DOX,nasdaq,Amdocs Ltd,0,DOX,,,#¡VALOR!,#¡VALOR!,DOX
technology,EA,nasdaq,"Electronic Arts, Inc.",0,EA,,,#¡VALOR!,#¡VALOR!,EA
technology,EGAN,nasdaq,eGain Corp,0,EGAN,,,#¡VALOR!,#¡VALOR!,EGAN
technology,ENTG,nasdaq,Entegris Inc,0,ENTG,,,#¡VALOR!,#¡VALOR!,ENTG
technology,EVBG,nasdaq,Everbridge Inc,0,EVBG,,,#¡VALOR!,#¡VALOR!,EVBG
technology,FB,nasdaq,Facebook,0,FB,,,#¡VALOR!,#¡VALOR!,FB
technology,FEYE,nasdaq,FireEye,0,FEYE,,,#¡VALOR!,#¡VALOR!,FEYE
technology,FSLR,nasdaq,"First Solar, Inc.",0,FSLR,,,#¡VALOR!,#¡VALOR!,FSLR
technology,FTNT,nasdaq,Fortinet Inc,0,FTNT,,,#¡VALOR!,#¡VALOR!,FTNT
technology,GLBE,nasdaq,Global-E Online Ltd,0,GLBE,,,#¡VALOR!,#¡VALOR!,GLBE
technology,GNUS,nasdaq,Genius Brands International Inc,0,GNUS,,,#¡VALOR!,#¡VALOR!,GNUS
technology,GOOG,nasdaq,Alphabet,0,GOOG,,,#¡VALOR!,#¡VALOR!,GOOG
technology,GRMN,nasdaq,Garmin Ltd.,0,GRMN,,,#¡VALOR!,#¡VALOR!,GRMN
technology,GSAT,nasdaq,Globalstar,0,GSAT,,,#¡VALOR!,#¡VALOR!,GSAT
technology,HCAT,nasdaq,Health Catalyst Inc,0,HCAT,,,#¡VALOR!,#¡VALOR!,HCAT
technology,IDEX,nasdaq,Ideanomics Inc,0,IDEX,,,#¡VALOR!,#¡VALOR!,IDEX
technology,INPX,nasdaq,Inpixon,0,INPX,,,#¡VALOR!,#¡VALOR!,INPX
technology,INTC,nasdaq,Intel,0,INTC,,,#¡VALOR!,#¡VALOR!,INTC
technology,INTU,nasdaq,Intuit Corp,0,INTU,,,#¡VALOR!,#¡VALOR!,INTU
technology,IPGP,nasdaq,Ipg Photonics Corp.,0,IPGP,,,#¡VALOR!,#¡VALOR!,IPGP
technology,JD.US,nasdaq,JD.com,3,JD,.US,,#¡VALOR!,#¡VALOR!,JD
technology,JKHY,nasdaq,Jack Henry & Associates Inc,0,JKHY,,,#¡VALOR!,#¡VALOR!,JKHY
technology,KC,nasdaq,Kingsoft Cloud Holdings Ltd,0,KC,,,#¡VALOR!,#¡VALOR!,KC
technology,KLAC,nasdaq,KLA Corporation,0,KLAC,,,#¡VALOR!,#¡VALOR!,KLAC
technology,KLTR,nasdaq,Kaltura Inc.,0,KLTR,,,#¡VALOR!,#¡VALOR!,KLTR
technology,LITE,nasdaq,Lumentum Holdings Inc,0,LITE,,,#¡VALOR!,#¡VALOR!,LITE
technology,LPSN,nasdaq,LivePerson Inc,0,LPSN,,,#¡VALOR!,#¡VALOR!,LPSN
technology,LRCX,nasdaq,Lam Research Corp,0,LRCX,,,#¡VALOR!,#¡VALOR!,LRCX
technology,LSCC,nasdaq,Lattice Semiconductor Corp,0,LSCC,,,#¡VALOR!,#¡VALOR!,LSCC
technology,MANH,nasdaq,Manhattan Associates Inc,0,MANH,,,#¡VALOR!,#¡VALOR!,MANH
technology,MCHP,nasdaq,Microchip Technology Inc,0,MCHP,,,#¡VALOR!,#¡VALOR!,MCHP
technology,MDB,nasdaq,MongoDB Inc,0,MDB,,,#¡VALOR!,#¡VALOR!,MDB
technology,MITK,nasdaq,Mitek Systems Inc,0,MITK,,,#¡VALOR!,#¡VALOR!,MITK
technology,MKSI,nasdaq,MKS Instruments Inc,0,MKSI,,,#¡VALOR!,#¡VALOR!,MKSI
technology,MNDY,nasdaq,Monday.com,0,MNDY,,,#¡VALOR!,#¡VALOR!,MNDY
technology,MOMO,nasdaq,MOMO Inc ADR,0,MOMO,,,#¡VALOR!,#¡VALOR!,MOMO
technology,MPWR,nasdaq,Monolithic Power Systems Inc,0,MPWR,,,#¡VALOR!,#¡VALOR!,MPWR
technology,MRVL,nasdaq,Marvell Technology Group Ltd,0,MRVL,,,#¡VALOR!,#¡VALOR!,MRVL
technology,MSFT,nasdaq,Microsoft,0,MSFT,,,#¡VALOR!,#¡VALOR!,MSFT
technology,MSTR,nasdaq,MicroStrategy Incorporated,0,MSTR,,,#¡VALOR!,#¡VALOR!,MSTR
technology,MTSI,nasdaq,Macom Technology Solutions,0,MTSI,,,#¡VALOR!,#¡VALOR!,MTSI
technology,MU,nasdaq,"Micron Technology, Inc.",0,MU,,,#¡VALOR!,#¡VALOR!,MU
technology,NATI,nasdaq,National Instruments Corporation,0,NATI,,,#¡VALOR!,#¡VALOR!,NATI
technology,NET,nasdaq,Cloudflare,0,NET,,,#¡VALOR!,#¡VALOR!,NET
technology,NLOK,nasdaq,NortonLifeLock,0,NLOK,,,#¡VALOR!,#¡VALOR!,NLOK
technology,NNDM,nasdaq,Nano Dimension Ltd,0,NNDM,,,#¡VALOR!,#¡VALOR!,NNDM
technology,NTAP,nasdaq,NetApp Inc,0,NTAP,,,#¡VALOR!,#¡VALOR!,NTAP
technology,NTES,nasdaq,NetEase Inc.,0,NTES,,,#¡VALOR!,#¡VALOR!,NTES
technology,NTNX,nasdaq,Nutanix Inc A,0,NTNX,,,#¡VALOR!,#¡VALOR!,NTNX
technology,NUAN,nasdaq,Nuance Communications,0,NUAN,,,#¡VALOR!,#¡VALOR!,NUAN
technology,NVDA,nasdaq,NVIDIA Corporation,0,NVDA,,,#¡VALOR!,#¡VALOR!,NVDA
technology,NXPI,nasdaq,NXP Semiconductors,0,NXPI,,,#¡VALOR!,#¡VALOR!,NXPI
technology,OB,nasdaq,Outbrain Inc.,0,OB,,,#¡VALOR!,#¡VALOR!,OB
technology,ON,nasdaq,ON Semiconductor Corp,0,ON,,,#¡VALOR!,#¡VALOR!,ON
technology,ONEM,nasdaq,1Life Healthcare Inc,0,ONEM,,,#¡VALOR!,#¡VALOR!,ONEM
technology,PAYX,nasdaq,Paychex Inc,0,PAYX,,,#¡VALOR!,#¡VALOR!,PAYX
technology,PI,nasdaq,Impinj Inc.,0,PI,,,#¡VALOR!,#¡VALOR!,PI
technology,POSH,nasdaq,Poshmark Inc Class A,0,POSH,,,#¡VALOR!,#¡VALOR!,POSH
technology,POWI,nasdaq,Power Integrations,0,POWI,,,#¡VALOR!,#¡VALOR!,POWI
technology,PTC,nasdaq,PTC Inc.,0,PTC,,,#¡VALOR!,#¡VALOR!,PTC
technology,PUBM,nasdaq,PUBMATIC INC-CLASS A,0,PUBM,,,#¡VALOR!,#¡VALOR!,PUBM
technology,PYPL,nasdaq,PayPal Holdings,0,PYPL,,,#¡VALOR!,#¡VALOR!,PYPL
technology,QCOM,nasdaq,Qualcomm Inc,0,QCOM,,,#¡VALOR!,#¡VALOR!,QCOM
technology,QRVO,nasdaq,Qorvo Inc.,0,QRVO,,,#¡VALOR!,#¡VALOR!,QRVO
technology,QTT,nasdaq,Qutoutiao Inc.,0,QTT,,,#¡VALOR!,#¡VALOR!,QTT
technology,RPD,nasdaq,Rapid7 Inc,0,RPD,,,#¡VALOR!,#¡VALOR!,RPD
technology,SANM,nasdaq,Sanmina Corp,0,SANM,,,#¡VALOR!,#¡VALOR!,SANM
technology,SBAC,nasdaq,SBA Communications Corporation,0,SBAC,,,#¡VALOR!,#¡VALOR!,SBAC
technology,SCPL,nasdaq,Sciplay Corp,0,SCPL,,,#¡VALOR!,#¡VALOR!,SCPL
technology,SIMO,nasdaq,SILICON MOTION TECHNOL-ADR,0,SIMO,,,#¡VALOR!,#¡VALOR!,SIMO
technology,SLAB,nasdaq,Silicon Laboratories Inc.,0,SLAB,,,#¡VALOR!,#¡VALOR!,SLAB
technology,SMTC,nasdaq,Semtech Corp.,0,SMTC,,,#¡VALOR!,#¡VALOR!,SMTC
technology,SNPS,nasdaq,Synopsys Inc,0,SNPS,,,#¡VALOR!,#¡VALOR!,SNPS
technology,SPLK,nasdaq,Splunk Inc,0,SPLK,,,#¡VALOR!,#¡VALOR!,SPLK
technology,SSNC,nasdaq,SS&C Technologies Holdings Inc,0,SSNC,,,#¡VALOR!,#¡VALOR!,SSNC
technology,STX,nasdaq,Seagate Technology PLC,0,STX,,,#¡VALOR!,#¡VALOR!,STX
technology,SUMO,nasdaq,Sumo Logic Inc.,0,SUMO,,,#¡VALOR!,#¡VALOR!,SUMO
technology,SWKS,nasdaq,Skyworks Solutions,0,SWKS,,,#¡VALOR!,#¡VALOR!,SWKS
technology,SYNA,nasdaq,Synaptics Inc.,0,SYNA,,,#¡VALOR!,#¡VALOR!,SYNA
technology,TEAM,nasdaq,Atlassian Corp PLC A,0,TEAM,,,#¡VALOR!,#¡VALOR!,TEAM
technology,TER,nasdaq,Teradyne Inc,0,TER,,,#¡VALOR!,#¡VALOR!,TER
technology,TRIP,nasdaq,TripAdvisor Inc,0,TRIP,,,#¡VALOR!,#¡VALOR!,TRIP
technology,TRMB,nasdaq,Trimble Inc.,0,TRMB,,,#¡VALOR!,#¡VALOR!,TRMB
technology,TSEM,nasdaq,Tower Semiconductor Ltd,0,TSEM,,,#¡VALOR!,#¡VALOR!,TSEM
technology,TTWO,nasdaq,Take Two Interactive Software Inc,0,TTWO,,,#¡VALOR!,#¡VALOR!,TTWO
technology,TXN,nasdaq,Texas Instruments Inc,0,TXN,,,#¡VALOR!,#¡VALOR!,TXN
technology,UI,nasdaq,Ubiquiti Inc,0,UI,,,#¡VALOR!,#¡VALOR!,UI
technology,VIAV,nasdaq,Viavi Solutions,0,VIAV,,,#¡VALOR!,#¡VALOR!,VIAV
technology,VISL,nasdaq,Vislink Technologies Inc,0,VISL,,,#¡VALOR!,#¡VALOR!,VISL
technology,VOD,nasdaq,Vodafone Group plc,0,VOD,,,#¡VALOR!,#¡VALOR!,VOD
technology,VRSN,nasdaq,Verisign,0,VRSN,,,#¡VALOR!,#¡VALOR!,VRSN
technology,VTRU,nasdaq,Vitru Ltd,0,VTRU,,,#¡VALOR!,#¡VALOR!,VTRU
technology,VUZI,nasdaq,Vuzix Corp,0,VUZI,,,#¡VALOR!,#¡VALOR!,VUZI
technology,WB,nasdaq,Weibo Corp,0,WB,,,#¡VALOR!,#¡VALOR!,WB
technology,WDAY,nasdaq,Workday Inc A,0,WDAY,,,#¡VALOR!,#¡VALOR!,WDAY
technology,WDC,nasdaq,Western Digital Corporation,0,WDC,,,#¡VALOR!,#¡VALOR!,WDC
technology,WIX,nasdaq,Wix.com Ltd,0,WIX,,,#¡VALOR!,#¡VALOR!,WIX
technology,WKME,nasdaq,WalkMe Ltd.,0,WKME,,,#¡VALOR!,#¡VALOR!,WKME
technology,XLNX,nasdaq,Xilinx Inc,0,XLNX,,,#¡VALOR!,#¡VALOR!,XLNX
technology,XM,nasdaq,QUALTRICS INTERNATIONAL-CL A,0,XM,,,#¡VALOR!,#¡VALOR!,XM
technology,XNET,nasdaq,Xunlei Ltd,0,XNET,,,#¡VALOR!,#¡VALOR!,XNET
technology,YNDX,nasdaq,Yandex NV,0,YNDX,,,#¡VALOR!,#¡VALOR!,YNDX
technology,ZBRA,nasdaq,Zebra Technologies Corp.,0,ZBRA,,,#¡VALOR!,#¡VALOR!,ZBRA
technology,ZI,nasdaq,ZoomInfo Technologies Inc,0,ZI,,,#¡VALOR!,#¡VALOR!,ZI
technology,ZM,nasdaq,Zoom Video Communications Inc,0,ZM,,,#¡VALOR!,#¡VALOR!,ZM
technology,ZNGA,nasdaq,Zynga,0,ZNGA,,,#¡VALOR!,#¡VALOR!,ZNGA
utilities,XEL,nasdaq,Xcel Energy Inc,0,XEL,,,#¡VALOR!,#¡VALOR!,XEL
basicmaterials,AA,nyse,Alcoa,0,AA,,,#¡VALOR!,#¡VALOR!,AA
basicmaterials,AEM,nyse,Agnico Eagle Mines Ltd,0,AEM,,,#¡VALOR!,#¡VALOR!,AEM
basicmaterials,AG,nyse,First Majestic Silver Corp,0,AG,,,#¡VALOR!,#¡VALOR!,AG
basicmaterials,AGI,nyse,Alamos Gold Inc,0,AGI,,,#¡VALOR!,#¡VALOR!,AGI
basicmaterials,APA,nyse,APA Corporation,0,APA,,,#¡VALOR!,#¡VALOR!,APA
basicmaterials,APD,nyse,Air Products & Chemicals Inc,0,APD,,,#¡VALOR!,#¡VALOR!,APD
basicmaterials,ASH,nyse,Ashland Inc,0,ASH,,,#¡VALOR!,#¡VALOR!,ASH
basicmaterials,AU,nyse,AngloGold Ashanti Ltd,0,AU,,,#¡VALOR!,#¡VALOR!,AU
basicmaterials,AUY,nyse,Yamana Gold Inc,0,AUY,,,#¡VALOR!,#¡VALOR!,AUY
basicmaterials,AXTA,nyse,Axalta Coating Systems,0,AXTA,,,#¡VALOR!,#¡VALOR!,AXTA
basicmaterials,BHP,nyse,BHP Group Ltd ADR,0,BHP,,,#¡VALOR!,#¡VALOR!,BHP
basicmaterials,BKR,nyse,Baker Hughes Company,0,BKR,,,#¡VALOR!,#¡VALOR!,BKR
basicmaterials,BTG.US,nyse,B2Gold Corp,4,BTG,.US,,#¡VALOR!,#¡VALOR!,BTG
basicmaterials,CCJ,nyse,Cameco Corp,0,CCJ,,,#¡VALOR!,#¡VALOR!,CCJ
basicmaterials,CDE,nyse,Coeur Mining Inc,0,CDE,,,#¡VALOR!,#¡VALOR!,CDE
basicmaterials,CE,nyse,Celanese Corp,0,CE,,,#¡VALOR!,#¡VALOR!,CE
basicmaterials,CF,nyse,CF Industries Holdings Inc,0,CF,,,#¡VALOR!,#¡VALOR!,CF
basicmaterials,CLF.US,nyse,Cleveland-Cliffs Inc,4,CLF,.US,,#¡VALOR!,#¡VALOR!,CLF
basicmaterials,CLR,nyse,Continental Resources Inc,0,CLR,,,#¡VALOR!,#¡VALOR!,CLR
basicmaterials,CMC,nyse,Commercial Metals Co,0,CMC,,,#¡VALOR!,#¡VALOR!,CMC
basicmaterials,COG,nyse,Cabot Oil & Gas Corp,0,COG,,,#¡VALOR!,#¡VALOR!,COG
basicmaterials,COP,nyse,ConocoPhillips Co,0,COP,,,#¡VALOR!,#¡VALOR!,COP
basicmaterials,CVI.N,nyse,CVR Energy,4,CVI,.N,,#¡VALOR!,#¡VALOR!,CVI
basicmaterials,CVX,nyse,Chevron,0,CVX,,,#¡VALOR!,#¡VALOR!,CVX
basicmaterials,DD,nyse,DuPont de Nemours Inc.,0,DD,,,#¡VALOR!,#¡VALOR!,DD
basicmaterials,DK,nyse,Delek US Holdings Inc,0,DK,,,#¡VALOR!,#¡VALOR!,DK
basicmaterials,DNOW,nyse,Now Inc,0,DNOW,,,#¡VALOR!,#¡VALOR!,DNOW
basicmaterials,DVN,nyse,Devon Energy Corp,0,DVN,,,#¡VALOR!,#¡VALOR!,DVN
basicmaterials,EGO,nyse,Eldorado Gold Corp,0,EGO,,,#¡VALOR!,#¡VALOR!,EGO
basicmaterials,EMN,nyse,Eastman Chemical Co,0,EMN,,,#¡VALOR!,#¡VALOR!,EMN
basicmaterials,ENB,nyse,Enbridge Inc,0,ENB,,,#¡VALOR!,#¡VALOR!,ENB
basicmaterials,EOG,nyse,EOG Resources Inc,0,EOG,,,#¡VALOR!,#¡VALOR!,EOG
basicmaterials,EPD,nyse,Enterprise Products Partners LP,0,EPD,,,#¡VALOR!,#¡VALOR!,EPD
basicmaterials,ET,nyse,Energy Transfer Equity LP,0,ET,,,#¡VALOR!,#¡VALOR!,ET
basicmaterials,EXK,nyse,Endeavour Silver Corp,0,EXK,,,#¡VALOR!,#¡VALOR!,EXK
basicmaterials,FCX,nyse,Freeport-McMoRan Inc,0,FCX,,,#¡VALOR!,#¡VALOR!,FCX
basicmaterials,FMC,nyse,FMC Corp,0,FMC,,,#¡VALOR!,#¡VALOR!,FMC
basicmaterials,FNV,nyse,Franco-Nevada Corp,0,FNV,,,#¡VALOR!,#¡VALOR!,FNV
basicmaterials,FSM,nyse,Fortuna Silver Mines Inc,0,FSM,,,#¡VALOR!,#¡VALOR!,FSM
basicmaterials,FTI,nyse,TechnipFMC Plc,0,FTI,,,#¡VALOR!,#¡VALOR!,FTI
basicmaterials,GFI,nyse,Gold Fields Ltd,0,GFI,,,#¡VALOR!,#¡VALOR!,GFI
basicmaterials,GGB,nyse,Gerdau SA,0,GGB,,,#¡VALOR!,#¡VALOR!,GGB
basicmaterials,GOLD.BARRICK,nyse,Barrick Gold,5,GOLD,.BA,,#¡VALOR!,#¡VALOR!,GOLD
basicmaterials,HAL,nyse,Halliburton Co,0,HAL,,,#¡VALOR!,#¡VALOR!,HAL
basicmaterials,HES,nyse,Hess Corp,0,HES,,,#¡VALOR!,#¡VALOR!,HES
basicmaterials,HFC,nyse,HollyFrontier Corp,0,HFC,,,#¡VALOR!,#¡VALOR!,HFC
basicmaterials,HMY,nyse,Harmony Gold Mining Co Ltd,0,HMY,,,#¡VALOR!,#¡VALOR!,HMY
basicmaterials,HUN,nyse,Huntsman Corp,0,HUN,,,#¡VALOR!,#¡VALOR!,HUN
basicmaterials,IFF,nyse,International Flavors & Fragra,0,IFF,,,#¡VALOR!,#¡VALOR!,IFF
basicmaterials,INT,nyse,World Fuel Services Corp,0,INT,,,#¡VALOR!,#¡VALOR!,INT
basicmaterials,IP,nyse,International Paper Co,0,IP,,,#¡VALOR!,#¡VALOR!,IP
basicmaterials,KGC,nyse,Kinross Gold Corp,0,KGC,,,#¡VALOR!,#¡VALOR!,KGC
basicmaterials,KL,nyse,Kirkland Lake Gold Ltd,0,KL,,,#¡VALOR!,#¡VALOR!,KL
basicmaterials,KMI,nyse,Kinder Morgan Inc,0,KMI,,,#¡VALOR!,#¡VALOR!,KMI
basicmaterials,KRO,nyse,Kronos Worldwide Inc,0,KRO,,,#¡VALOR!,#¡VALOR!,KRO
basicmaterials,LAC,nyse,Lithium Americas Corp,0,LAC,,,#¡VALOR!,#¡VALOR!,LAC
basicmaterials,LIN,nyse,Linde PLC,0,LIN,,,#¡VALOR!,#¡VALOR!,LIN
basicmaterials,LTHM,nyse,Livent Corp,0,LTHM,,,#¡VALOR!,#¡VALOR!,LTHM
basicmaterials,LYB,nyse,LyondellBasell Industries NV,0,LYB,,,#¡VALOR!,#¡VALOR!,LYB
basicmaterials,MAG,nyse,MAG Silver Corp,0,MAG,,,#¡VALOR!,#¡VALOR!,MAG
basicmaterials,MOS,nyse,Mosaic Co,0,MOS,,,#¡VALOR!,#¡VALOR!,MOS
basicmaterials,MRO,nyse,Marathon Oil Corp,0,MRO,,,#¡VALOR!,#¡VALOR!,MRO
basicmaterials,MUR,nyse,Murphy Oil Corp,0,MUR,,,#¡VALOR!,#¡VALOR!,MUR
basicmaterials,NEM,nyse,Newmont Mining Corp,0,NEM,,,#¡VALOR!,#¡VALOR!,NEM
basicmaterials,NOV,nyse,NOV Inc,0,NOV,,,#¡VALOR!,#¡VALOR!,NOV
basicmaterials,NUE,nyse,Nucor Corp,0,NUE,,,#¡VALOR!,#¡VALOR!,NUE
basicmaterials,OLN,nyse,Olin Corp,0,OLN,,,#¡VALOR!,#¡VALOR!,OLN
basicmaterials,OVV,nyse,Ovintiv Inc,0,OVV,,,#¡VALOR!,#¡VALOR!,OVV
basicmaterials,OXY,nyse,Occidental Petroleum Corp,0,OXY,,,#¡VALOR!,#¡VALOR!,OXY
basicmaterials,PAGP,nyse,Plains GP Holdings LP,0,PAGP,,,#¡VALOR!,#¡VALOR!,PAGP
basicmaterials,PBF,nyse,PBF Energy Inc,0,PBF,,,#¡VALOR!,#¡VALOR!,PBF
basicmaterials,PBR,nyse,Petroleo Brasileiro SA Petrobras,0,PBR,,,#¡VALOR!,#¡VALOR!,PBR
basicmaterials,PBR.A,nyse,Petroleo Brasileiro ADR,4,PBR,.A,,#¡VALOR!,#¡VALOR!,PBR
basicmaterials,PPG,nyse,PPG Industries Inc,0,PPG,,,#¡VALOR!,#¡VALOR!,PPG
basicmaterials,PVG,nyse,Pretium Resources Inc,0,PVG,,,#¡VALOR!,#¡VALOR!,PVG
basicmaterials,PXD,nyse,Pioneer Natural Resources Company,0,PXD,,,#¡VALOR!,#¡VALOR!,PXD
basicmaterials,RDS.A,nyse,Royal Dutch ADR,4,RDS,.A,,#¡VALOR!,#¡VALOR!,RDS
basicmaterials,RDS.B,nyse,Royal Dutch Shell Shs -B- Sponsored American Deposit Receipt Repr 2 Shs B,4,RDS,.B,,#¡VALOR!,#¡VALOR!,RDS
basicmaterials,RIG,nyse,Transocean LTD,0,RIG,,,#¡VALOR!,#¡VALOR!,RIG
basicmaterials,RIO,nyse,Rio Tinto PLC ADR,0,RIO,,,#¡VALOR!,#¡VALOR!,RIO
basicmaterials,RPM,nyse,RPM International Inc,0,RPM,,,#¡VALOR!,#¡VALOR!,RPM
basicmaterials,RS,nyse,Reliance Steel And Aluminum Co,0,RS,,,#¡VALOR!,#¡VALOR!,RS
basicmaterials,SBSW,nyse,Sibanye Stillwater Ltd,0,SBSW,,,#¡VALOR!,#¡VALOR!,SBSW
basicmaterials,SCCO,nyse,Southern Copper Corp,0,SCCO,,,#¡VALOR!,#¡VALOR!,SCCO
basicmaterials,SHW,nyse,Sherwin-Williams Co,0,SHW,,,#¡VALOR!,#¡VALOR!,SHW
basicmaterials,SLB,nyse,Schlumberger Ltd,0,SLB,,,#¡VALOR!,#¡VALOR!,SLB
basicmaterials,SON,nyse,Sonoco Products Co,0,SON,,,#¡VALOR!,#¡VALOR!,SON
basicmaterials,SQM,nyse,Sociedad Quimica y Minera de Chile SA,0,SQM,,,#¡VALOR!,#¡VALOR!,SQM
basicmaterials,SSL,nyse,Sasol Ltd,0,SSL,,,#¡VALOR!,#¡VALOR!,SSL
basicmaterials,SU,nyse,Suncor Energy Inc.,0,SU,,,#¡VALOR!,#¡VALOR!,SU
basicmaterials,SUZ,nyse,Suzano SA,0,SUZ,,,#¡VALOR!,#¡VALOR!,SUZ
basicmaterials,SWN,nyse,Southwestern Energy Co,0,SWN,,,#¡VALOR!,#¡VALOR!,SWN
basicmaterials,SXT,nyse,Sensient Technologies Corp,0,SXT,,,#¡VALOR!,#¡VALOR!,SXT
basicmaterials,TECK,nyse,Teck Resources Ltd,0,TECK,,,#¡VALOR!,#¡VALOR!,TECK
basicmaterials,TRGP,nyse,Targa Resources Corp,0,TRGP,,,#¡VALOR!,#¡VALOR!,TRGP
basicmaterials,TROX,nyse,Tronox Holdings PLC,0,TROX,,,#¡VALOR!,#¡VALOR!,TROX
basicmaterials,TX,nyse,Ternium SA,0,TX,,,#¡VALOR!,#¡VALOR!,TX
basicmaterials,VALE,nyse,Vale SA,0,VALE,,,#¡VALOR!,#¡VALOR!,VALE
basicmaterials,VEDL,nyse,Vedanta Ltd,0,VEDL,,,#¡VALOR!,#¡VALOR!,VEDL
basicmaterials,WLK,nyse,Westlake Chemical Corp,0,WLK,,,#¡VALOR!,#¡VALOR!,WLK
basicmaterials,WLL,nyse,Whiting Petroleum Corp,0,WLL,,,#¡VALOR!,#¡VALOR!,WLL
basicmaterials,WPM,nyse,Wheaton Precious Metals Corp,0,WPM,,,#¡VALOR!,#¡VALOR!,WPM
basicmaterials,X,nyse,United States Steel Corp,0,X,,,#¡VALOR!,#¡VALOR!,X
basicmaterials,XEC,nyse,Cimarex Energy Co,0,XEC,,,#¡VALOR!,#¡VALOR!,XEC
basicmaterials,XOM,nyse,Exxon-Mobil,0,XOM,,,#¡VALOR!,#¡VALOR!,XOM
conglomerates,BYD,nyse,Boyd Gaming,0,BYD,,,#¡VALOR!,#¡VALOR!,BYD
conglomerates,CC,nyse,The Chemours,0,CC,,,#¡VALOR!,#¡VALOR!,CC
conglomerates,CCU,nyse,Cia Cervecerias unidas,0,CCU,,,#¡VALOR!,#¡VALOR!,CCU
conglomerates,MMM,nyse,3M,0,MMM,,,#¡VALOR!,#¡VALOR!,MMM
conglomerates,POST,nyse,Post holdings,0,POST,,,#¡VALOR!,#¡VALOR!,POST
conglomerates,SBH,nyse,Sally Beauty Holdings Inc.,0,SBH,,,#¡VALOR!,#¡VALOR!,SBH
conglomerates,SPB,nyse,Spectrum Brands Holdings Inc.,0,SPB,,,#¡VALOR!,#¡VALOR!,SPB
consumergoods,ABC,nyse,AmerisourceBergen Corp,0,ABC,,,#¡VALOR!,#¡VALOR!,ABC
consumergoods,ABEV,nyse,Ambev ADR,0,ABEV,,,#¡VALOR!,#¡VALOR!,ABEV
consumergoods,ACI,nyse,Albertsons Cos Inc,0,ACI,,,#¡VALOR!,#¡VALOR!,ACI
consumergoods,ADM,nyse,Archer-Daniels-Midland Co,0,ADM,,,#¡VALOR!,#¡VALOR!,ADM
consumergoods,AEO,nyse,American Eagle Outfitters Inc,0,AEO,,,#¡VALOR!,#¡VALOR!,AEO
consumergoods,AGRO,nyse,Adecoagro S.A.,0,AGRO,,,#¡VALOR!,#¡VALOR!,AGRO
consumergoods,AM,nyse,Antero Midstream Corp,0,AM,,,#¡VALOR!,#¡VALOR!,AM
consumergoods,AMC,nyse,AMC Entertainment Holdings Inc,0,AMC,,,#¡VALOR!,#¡VALOR!,AMC
consumergoods,APRN,nyse,Blue Apron Holdings Inc.,0,APRN,,,#¡VALOR!,#¡VALOR!,APRN
consumergoods,APTV,nyse,Aptiv PLC,0,APTV,,,#¡VALOR!,#¡VALOR!,APTV
consumergoods,AR,nyse,Antero Resources Corp,0,AR,,,#¡VALOR!,#¡VALOR!,AR
consumergoods,ARCH,nyse,Arch Coal Inc,0,ARCH,,,#¡VALOR!,#¡VALOR!,ARCH
consumergoods,ASXC,nyse,Asensus Surgical Inc.,0,ASXC,,,#¡VALOR!,#¡VALOR!,ASXC
consumergoods,ATGE,nyse,Adtalem Global Education Inc,0,ATGE,,,#¡VALOR!,#¡VALOR!,ATGE
consumergoods,AVTR,nyse,Avantor Inc,0,AVTR,,,#¡VALOR!,#¡VALOR!,AVTR
consumergoods,AVY,nyse,Avery Dennison Corp,0,AVY,,,#¡VALOR!,#¡VALOR!,AVY
consumergoods,AXL,nyse,American Axle & Manufacturing Holdings Inc,0,AXL,,,#¡VALOR!,#¡VALOR!,AXL
consumergoods,AZN,nyse,AstraZeneca PLC ADR,0,AZN,,,#¡VALOR!,#¡VALOR!,AZN
